"","ID","ID_year","ID_Rater1","ID_Rater2","Score_Rater1","Score_Rater2","C_extra_1","C_extra_2","C_sum_1","C_sum_2","L_extra_1","L_extra_2","L_struct_1","L_struct_2","L_style_1","L_style_2","L_syntax_1","L_syntax_2"
"18143",115684,12,"0000c9bc","0000cee1",31,25,0,0,20,16,0,0,6,4,3,3,2,2
"18144",115685,11,"0001a9aa","0001dbb3",37,24,0,0,24,13,0,0,6,5,5,3,2,3
"18146",115687,13,"0001d5e1","0001d4e3",22,30,0,0,10,21,0,0,6,6,4,3,2,0
"18147",115688,11,"0001d5fb","0001d8b8",29,19,0,0,20,12,0,0,4,5,3,2,2,0
"18149",115689,12,"0001dbc8","0001a9c1",37,48,0,2,24,30,0,1,6,6,4,3,3,6
"18150",115690,10,"0001d380","0001d381",30,30,0,0,21,20,0,0,5,5,3,3,1,2
"18152",115692,13,"0001b105","0001de3e",23,32,0,0,15,23,0,0,5,6,2,2,1,1
"18153",115693,14,"0000cccf","0001b109",24,26,0,0,15,13,0,0,6,6,3,4,0,3
"18154",115694,11,"0001d569","0001d181",33,31,0,0,22,19,0,0,5,5,2,3,4,4
"18155",115695,11,"0000cee4","0000cab9",27,41,0,0,16,23,0,1,5,6,3,6,3,5
"18156",115696,10,"0001d578","0001dbdc",12,18,0,0,7,11,0,0,3,4,2,3,0,0
"18158",115696,13,"0001db8e","0001dbd8",26,25,0,0,17,16,0,0,5,4,4,5,0,0
"18159",115697,14,"0001d182","0001dc14",48,45,1,1,29,26,1,1,6,6,5,4,6,7
"18160",115698,14,"0001d395","0001db88",42,34,0,1,25,20,0,0,5,6,6,6,6,1
"18162",115700,13,"0001a9cc","0001a9cb",30,29,0,0,20,19,0,0,6,6,3,4,1,0
"18163",115701,14,"0001b141","0001ad83",36,23,1,0,25,12,0,0,5,3,3,3,2,5
"18164",115702,12,"0000cabf","0001d3a5",40,44,0,1,24,24,0,1,5,6,5,6,6,6
"18166",115704,14,"0001b105","0001dbed",33,28,0,0,26,20,0,0,4,5,3,3,0,0
"18167",115705,12,"0001d5fb","0001daa6",30,41,0,0,22,28,0,0,4,6,2,5,2,2
"18168",115706,13,"0000cee9","0001d3aa",29,37,0,1,19,22,0,0,5,5,2,5,3,4
"18169",115707,12,"0000ce1d","0000c9bc",35,42,0,1,24,27,0,0,4,6,4,3,3,5
"18170",115708,11,"0001ae1b","0000c9bf",35,28,0,0,24,20,0,0,6,5,3,3,2,0
"18171",115709,11,"0001d382","0001a9c5",25,30,0,0,13,16,0,0,5,6,4,5,3,3
"18172",115710,12,"0001a9c3","0001dbb1",38,37,1,2,29,28,0,0,5,4,3,3,0,0
"18173",115711,10,"0001ae1d","0000ccfb",28,31,0,0,18,17,0,0,6,6,1,3,3,5
"18174",115712,11,"0000cee6","0001ad85",13,19,0,0,6,12,0,0,4,3,0,4,3,0
"18175",115713,14,"0000c9ba","0001d8b2",37,33,0,0,23,21,0,0,6,5,5,3,3,4
"18176",115714,14,"0000cabf","0001dbb1",28,32,0,0,17,23,0,0,6,6,4,3,1,0
"18178",115716,14,"0001a9bd","0001d33e",29,28,0,0,17,18,0,0,5,5,4,5,3,0
"18179",115717,13,"0000c9be","0001dbdc",27,36,0,0,18,23,0,0,6,5,3,5,0,3
"18180",115718,14,"0000c9bd","0000cabf",34,34,1,1,22,21,0,0,6,6,4,4,1,2
"18181",115719,10,"0001dbaf","0001d341",28,26,0,0,16,18,0,0,4,5,3,2,5,1
"18183",115721,10,"0001a9bf","0001d5e1",24,18,0,0,16,10,0,0,5,6,3,2,0,0
"18185",115722,13,"0001d30c","0001d32b",30,25,0,0,16,14,0,0,5,6,5,4,4,1
"18186",115723,13,"0000c9b3","0000ce21",30,32,0,0,18,20,0,0,5,5,4,5,3,2
"18187",115724,11,"0001a9bf","0001d395",18,22,0,0,9,8,0,0,5,6,4,5,0,3
"18190",115725,14,"0001d2d3","0001d590",23,20,0,0,16,12,0,0,5,6,2,2,0,0
"18191",115726,12,"0001dbc3","0001d34e",35,36,0,0,21,22,0,0,6,6,3,3,5,5
"18192",115727,11,"0001d578","0001d3a8",35,43,0,2,22,28,0,0,6,6,5,4,2,3
"18194",115729,13,"0001d182","0001db8d",36,44,0,0,20,26,0,0,5,6,6,5,5,7
"18195",115730,11,"0001d3a6","0000cac2",32,26,0,0,22,16,0,0,6,2,4,5,0,3
"18196",115731,10,"0001d590","0000caba",30,29,0,0,21,21,0,0,6,5,3,3,0,0
"18197",115732,11,"0001d585","0001dbf1",30,25,0,0,20,18,0,0,6,6,3,1,1,0
"18198",115733,11,"0001b109","0001d8b4",40,32,1,0,24,20,0,0,6,5,6,4,3,3
"18200",115735,12,"0000cc35","0001d3a8",29,35,0,0,22,22,0,0,6,5,0,4,1,4
"18201",115736,10,"0001dbf2","0001d37d",28,32,0,0,22,22,0,0,4,6,2,4,0,0
"18202",115736,12,"0001daa3","0000cabf",17,12,0,0,11,7,0,0,4,2,2,3,0,0
"18203",115736,13,"0001d569","0001dbd4",23,19,0,0,15,11,0,0,5,4,3,4,0,0
"18204",115737,14,"0001d2d3","0001d590",25,32,0,0,17,24,0,0,5,6,3,2,0,0
"18205",115738,13,"0000c9b6","0001a9cb",30,37,0,1,22,26,0,0,6,5,2,5,0,0
"18206",115739,10,"0001d56b","0001db8f",41,37,3,0,27,25,0,0,6,6,5,6,0,0
"18207",115739,13,"0001dbfe","0000c9bc",28,35,0,0,15,23,0,0,6,6,5,3,2,3
"18208",115740,11,"0001db8f","0001dba7",45,42,0,0,28,25,1,0,6,6,5,6,5,5
"18209",115741,13,"0001d39e","0001a9c4",34,16,1,0,24,10,0,0,5,5,4,1,0,0
"18210",115742,13,"0001d51c","0000c9be",34,28,0,0,23,20,0,0,6,6,5,2,0,0
"18211",115743,10,"0001dc0b","0001a9c1",37,33,0,0,22,23,0,0,6,5,5,5,4,0
"18212",115744,13,"0001dbeb","0001d30e",33,26,0,0,19,18,0,0,5,4,5,3,4,1
"18213",115745,11,"0001d5e1","0001a9bf",30,30,0,0,19,19,0,0,4,6,4,4,3,1
"18214",115746,14,"0001d4e2","0000ceea",24,23,0,0,13,17,0,0,4,5,4,0,3,1
"18215",115747,12,"0001d57a","0001a9c0",34,38,1,2,25,27,0,0,5,6,3,3,0,0
"18216",115748,11,"0001d8b5","0001dbd5",25,32,0,0,16,25,0,0,4,4,4,3,1,0
"18217",115749,10,"0001d668","0001d66b",34,28,0,0,21,22,0,0,6,4,4,2,3,0
"18218",115750,11,"0001d66b","0001d66e",33,36,0,0,20,23,0,0,6,6,3,4,4,3
"18219",115751,13,"0001dc08","0001d4e2",34,25,0,0,20,14,0,0,6,5,5,3,3,3
"18220",115752,10,"0000ccfd","0001dc15",24,22,0,0,17,15,0,0,5,5,2,2,0,0
"18221",115753,12,"0000ccfc","0001ae1c",33,32,0,0,21,20,0,0,5,5,3,4,4,3
"18222",115754,11,"0001dbd6","0001d588",42,36,3,1,27,24,0,0,6,5,5,4,1,2
"18223",115754,12,"0000cabf","0001dbf5",40,41,1,1,26,27,1,0,6,6,3,4,3,3
"18224",115755,11,"0000c9b9","0001d57a",28,30,0,0,18,21,0,0,4,5,5,3,1,1
"18225",115756,11,"0000cabf","0001dbf5",28,28,0,0,18,19,0,0,6,5,3,3,1,1
"18226",115757,14,"0001b109","0001d2d2",34,35,0,0,22,21,0,0,6,6,4,5,2,3
"18227",115758,11,"0001dbf5","0001d3a5",43,46,3,3,29,30,0,0,6,6,4,4,1,3
"18228",115759,10,"0001d3a4","0001dc08",26,31,0,0,17,18,0,1,6,6,3,3,0,3
"18229",115760,12,"0001d2d4","0001d586",32,34,0,0,22,23,0,0,6,6,3,3,1,2
"18230",115761,13,"0001d674","0001dbc2",38,40,0,0,24,25,0,0,6,6,5,5,3,4
"18231",115762,12,"0001d665","0001d3a0",8,12,0,0,3,6,0,0,2,3,3,2,0,1
"18232",115762,13,"0001dbc3","0001d668",25,24,0,0,17,16,0,0,6,5,2,3,0,0
"18233",115763,10,"0001a9c3","0001d591",27,29,0,0,18,19,0,0,5,6,4,4,0,0
"18234",115764,10,"0001d56e","0001db9d",32,33,0,0,23,24,0,0,6,5,3,4,0,0
"18235",115765,10,"0000cabe","0001b0fa",26,23,0,0,15,13,0,0,3,4,4,4,4,2
"18236",115766,13,"0000ce20","0000c9b9",33,28,0,0,22,20,0,0,4,5,4,1,3,2
"18237",115767,11,"0001ae09","0000ceeb",17,18,0,0,10,9,0,0,5,4,2,4,0,1
"18238",115768,14,"0001dbd5","0001d181",24,22,0,0,17,18,0,0,5,4,2,0,0,0
"18239",115769,10,"0001d56e","0001dc08",25,25,0,0,12,13,0,0,4,5,5,4,4,3
"18240",115770,10,"0001d3a1","0001dbd5",36,32,1,0,25,22,0,0,6,6,4,4,0,0
"18241",115771,10,"0001ae1b","0000ce21",24,7,0,0,13,4,0,0,5,2,4,1,2,0
"18242",115772,13,"0001d30c","0000ccf0",49,50,1,2,29,30,2,2,6,5,5,5,6,6
"18243",115773,10,"0000cabb","0001d577",39,26,0,0,23,16,0,0,6,3,6,4,4,3
"18244",115774,10,"0001d674","0001dbc2",28,30,0,0,20,22,0,0,6,5,2,3,0,0
"18245",115775,10,"0000cee9","0001dbcd",31,33,0,0,20,21,0,0,6,6,5,4,0,2
"18246",115776,11,"0001dbc8","0001b0fa",36,24,0,0,22,13,0,0,5,5,6,4,3,2
"18247",115777,10,"0001dbd9","0001d3a8",31,23,0,0,17,16,0,0,6,5,4,2,4,0
"18248",115778,10,"0000ccfe","0001dbd8",41,43,1,0,27,28,1,1,5,6,4,5,3,3
"18249",115779,14,"0000cabf","0001dbb1",26,23,0,0,16,15,0,0,6,5,4,3,0,0
"18252",115781,10,"0001dc15","0001d497",34,31,0,0,19,23,0,0,6,6,5,1,4,1
"18254",115782,13,"0001db8e","0001b120",22,21,0,0,12,11,0,0,5,6,2,3,3,1
"18255",115783,14,"0001d4dd","0000ce21",32,21,0,0,21,14,0,0,6,4,4,3,1,0
"18256",115784,14,"0001d39f","0000c9be",25,26,0,0,15,18,0,0,6,6,4,2,0,0
"18257",115785,13,"0001d570","0000c9b8",30,29,0,0,24,22,0,0,4,4,2,3,0,0
"18258",115786,13,"0001dbc8","0001a9c1",25,26,0,0,16,19,0,0,5,4,4,3,0,0
"18259",115787,14,"0001db9d","0000ceea",15,19,0,0,8,13,0,0,4,5,3,1,0,0
"18260",115788,12,"0001d34e","0000cac2",41,45,2,1,27,25,0,2,5,5,3,5,4,7
"18261",115789,11,"0001d382","0001ae1d",31,28,0,0,18,22,0,0,5,4,4,0,4,2
"18262",115790,10,"0001ae1c","0001b108",25,23,0,0,16,11,0,0,5,5,1,5,3,2
"18263",115791,10,"0001dbaf","0001dbb0",31,27,0,0,19,18,0,0,5,5,4,3,3,1
"18265",115792,12,"0001dbd8","0001dc14",21,23,0,0,13,15,0,0,4,5,4,3,0,0
"18266",115793,10,"0001d393","0001d3a5",31,33,0,1,21,22,0,0,6,6,4,3,0,1
"18268",115795,10,"0000cab9","0001b0f6",39,31,2,0,25,23,1,0,6,5,4,3,1,0
"18269",115796,10,"0001dbd5","0001d585",29,35,0,1,19,23,0,0,6,6,4,5,0,0
"18270",115797,12,"0001a9cc","0000ce13",40,45,0,0,28,29,0,0,6,6,4,5,2,5
"18271",115798,10,"0001d8b4","0000cee6",31,23,0,0,15,12,0,0,6,6,5,2,5,3
"18272",115799,12,"0001db8e","0001d5fb",37,36,1,0,25,25,0,0,6,5,3,4,2,2
"18273",115800,11,"0001db8d","0001b0f5",33,29,0,0,21,19,0,0,6,5,4,4,2,1
"18274",115801,13,"0001d497","0001d33e",19,21,0,0,15,14,0,0,4,4,0,1,0,2
"18276",115802,11,"0001d2d4","0000cee4",40,32,0,0,30,23,0,0,6,5,4,3,0,1
"18277",115803,12,"0001d4e2","0001a9c6",42,50,1,0,27,30,0,1,6,6,4,6,4,7
"18278",115804,13,"0001d33e","0001a9bd",20,34,0,0,11,20,0,0,5,6,3,4,1,4
"18279",115805,11,"0001dbe0","0001a9bf",29,27,0,0,18,15,0,0,5,6,4,4,2,2
"18280",115806,10,"0001d497","0001d33e",35,35,0,0,25,23,0,0,6,6,4,4,0,2
"18281",115807,11,"0001d8b2","0001dbd5",29,33,0,0,19,23,0,0,6,6,3,4,1,0
"18282",115808,13,"0001a9bd","0000c9b3",31,35,0,0,18,19,0,1,6,6,3,6,4,3
"18283",115809,14,"0001dbb3","0001d2d3",38,35,0,0,26,24,0,0,5,5,3,4,4,2
"18284",115810,11,"0001dbb3","0001d5f0",20,15,0,0,11,13,0,0,5,2,4,0,0,0
"18285",115810,13,"0000cabf","0001daa3",21,21,0,0,12,13,0,0,5,5,4,3,0,0
"18287",115811,13,"0000c9ba","0001dba7",29,32,0,0,19,19,0,0,5,4,3,5,2,4
"18288",115812,14,"0000c9bd","0000cbf7",43,41,2,0,27,25,1,0,6,6,3,5,4,5
"18289",115813,11,"0000cd23","0000c9b4",22,22,0,0,12,15,0,0,4,2,3,4,3,1
"18291",115814,12,"0001d5fb","0000cabc",39,36,0,0,26,23,0,0,5,4,3,3,5,6
"18292",115815,14,"0001dbed","0001de3e",31,31,0,0,22,23,0,0,6,6,3,2,0,0
"18293",115816,12,"0001d2d4","0001d586",43,43,0,2,27,24,1,1,6,5,5,6,4,5
"18294",115817,12,"0001d590","0000c9b9",32,29,0,0,20,19,0,0,6,4,3,4,3,2
"18295",115818,10,"0001d570","0001d8b8",30,27,0,0,19,14,0,0,4,6,4,5,3,2
"18296",115819,14,"0001d4dd","0000cc4c",36,31,0,0,25,21,0,0,6,4,3,4,2,2
"18297",115820,11,"0001dbcd","0001d49a",27,26,0,0,16,18,0,0,5,3,3,3,3,2
"18298",115821,13,"0001dbd5","0000ce1d",19,21,0,0,11,11,0,0,4,6,4,3,0,1
"18301",115822,12,"0001dbed","0001d457",23,13,0,0,18,9,0,0,5,2,0,2,0,0
"18302",115823,10,"0001d56a","0001d56b",46,32,2,0,28,20,1,0,6,6,6,5,3,1
"18303",115824,10,"0001d51c","0000cee8",31,23,0,0,21,12,0,0,6,5,4,4,0,2
"18304",115825,11,"0000cab4","0000cee3",47,37,3,0,30,22,0,0,6,6,6,5,2,4
"18305",115826,14,"0001dbb5","0000cc4c",33,37,0,0,19,20,0,0,4,6,5,6,5,5
"18306",115827,13,"0001d392","0001dbcd",25,23,0,0,15,14,0,0,5,5,3,3,2,1
"18307",115828,13,"0001dbc2","0001d674",27,26,0,0,18,17,0,0,6,6,3,3,0,0
"18308",115829,12,"0001d457","0001d66f",40,37,0,0,27,22,0,0,5,6,3,4,5,5
"18309",115830,12,"0001d66f","0001dbb0",33,25,0,0,20,18,0,0,6,6,4,1,3,0
"18310",115831,11,"0000ccfb","0000ce21",30,21,0,0,20,16,0,0,5,3,2,2,3,0
"18311",115832,10,"0000cab9","0001b0f6",28,30,1,0,19,21,0,0,6,6,2,3,0,0
"18312",115833,13,"0001d37d","0001d353",29,32,0,0,21,21,0,0,5,6,3,4,0,1
"18313",115834,10,"0001dc0d","0000cee7",29,26,0,0,17,19,0,0,4,4,4,3,4,0
"18314",115835,10,"0001a9c1","0001d3a6",40,35,2,0,30,27,0,0,5,5,3,3,0,0
"18315",115836,14,"0000ceeb","0001db8e",35,32,0,0,17,19,2,0,6,5,5,5,5,3
"18316",115837,14,"0001d182","0001daa6",47,40,0,0,28,25,0,0,6,6,6,3,7,6
"18317",115838,10,"0001b141","0001d39f",39,33,2,0,27,21,0,0,5,6,5,6,0,0
"18319",115839,14,"0001dbe0","0000ccf0",29,32,0,0,15,17,0,0,6,4,5,5,3,6
"18320",115840,11,"0001dba6","0001d58a",29,25,0,0,21,18,0,0,4,3,4,4,0,0
"18321",115841,12,"0000ceeb","0001ae08",47,48,1,1,27,29,2,2,6,5,5,5,6,6
"18322",115842,11,"0001b105","0001dbf2",33,36,0,0,24,20,0,0,5,5,3,4,1,7
"18323",115843,10,"0001d5ea","0001d588",30,27,0,0,18,18,0,0,6,5,4,4,2,0
"18324",115844,10,"0001dbc8","0001a9c1",35,32,0,0,23,24,0,0,5,4,4,4,3,0
"18325",115845,11,"0001ae17","0001ae08",31,41,0,1,18,24,0,1,6,6,4,5,3,4
"18327",115847,12,"0001d570","0001b120",33,33,0,0,25,24,0,0,4,5,4,4,0,0
"18329",115849,12,"0000cc4c","0001d382",33,27,0,0,22,16,0,0,6,5,4,3,1,3
"18330",115850,13,"0001db88","0001dbeb",36,38,0,1,20,22,2,0,6,5,5,5,3,5
"18331",115851,13,"0001dbc2","0001d674",34,33,0,0,19,19,0,0,6,6,5,4,4,4
"18332",115852,11,"0001b0f5","0001dc14",30,25,0,0,20,17,0,0,5,5,5,3,0,0
"18333",115853,13,"0001de3e","0000c9c0",40,30,0,0,29,20,0,0,6,3,2,4,3,3
"18334",115854,14,"0001b0fa","0000cd23",37,36,0,1,23,21,0,0,6,6,5,3,3,5
"18335",115855,10,"0000cee6","0001d33e",28,25,0,0,17,14,0,0,5,6,3,4,3,1
"18336",115856,10,"0001dbaf","0001dbb0",28,28,0,0,18,19,0,0,5,5,5,4,0,0
"18337",115857,10,"0001d51c","0000cee8",24,27,0,0,17,20,0,0,5,5,2,0,0,2
"18338",115858,10,"0001dc0c","0001db88",24,34,0,1,19,22,0,0,3,6,0,5,2,0
"18339",115859,14,"0001d30e","0001dbcd",28,25,0,0,20,19,0,0,5,5,3,1,0,0
"18340",115860,10,"0001ae1b","0001d30b",38,31,2,0,20,18,1,0,6,6,4,5,5,2
"18341",115861,13,"0001d57d","0001a9ca",30,37,0,0,20,21,0,0,4,6,3,6,3,4
"18342",115862,10,"0001db8d","0000cabc",25,18,0,0,14,9,0,0,5,3,3,3,3,3
"18343",115862,11,"0000cab4","0000cee3",26,28,0,0,12,15,0,0,5,6,4,4,5,3
"18345",115862,12,"0000cee7","0001d39f",27,29,0,0,15,14,0,0,5,5,4,5,3,5
"18347",115863,10,"0001d669","0001dbd7",39,41,2,1,25,26,0,0,6,6,5,5,1,3
"18348",115864,12,"0001db88","0000cd39",27,40,0,0,16,27,0,1,4,4,3,3,4,5
"18349",115865,13,"0001d56b","0001d8b2",38,39,2,0,26,29,1,0,5,6,4,3,0,1
"18350",115866,11,"0001db88","0001d32b",24,14,0,0,16,7,0,0,6,5,2,2,0,0
"18351",115867,10,"0000ceeb","0001ae17",32,33,0,0,20,20,0,0,5,6,4,4,3,3
"18352",115868,14,"0001dbc8","0001a9c1",26,21,0,0,19,14,0,0,4,4,3,3,0,0
"18353",115869,10,"0001d66b","0001d3a6",33,26,0,0,21,17,0,0,5,5,4,3,3,1
"18354",115870,13,"0001dc0c","0001d5e1",31,32,0,0,22,19,0,0,4,6,2,4,3,3
"18356",115872,14,"0001dba2","0000ceeb",28,29,0,0,15,21,0,0,6,5,5,3,2,0
"18357",115873,13,"0000c9b3","0000ce21",32,26,0,0,20,18,0,0,5,5,4,3,3,0
"18358",115874,13,"0001b0f5","0001ae09",26,29,0,0,16,22,0,0,4,5,5,2,1,0
"18359",115875,10,"0001a9cb","0001d588",17,26,0,0,13,17,0,0,4,5,0,4,0,0
"18361",115877,13,"0000c9b6","0001a9cb",27,24,0,0,19,18,0,0,6,6,2,0,0,0
"18362",115878,12,"0001a9c2","0000c9b4",37,33,0,1,25,19,0,0,6,5,3,5,3,3
"18363",115879,10,"0000ce20","0001d586",25,24,0,0,18,17,0,0,5,4,2,3,0,0
"18364",115880,12,"0000cee7","0001d39f",32,42,0,0,21,25,0,0,4,6,2,6,5,5
"18366",115882,13,"0000ceea","0001d30c",19,23,0,0,14,13,0,0,4,5,0,4,1,1
"18368",115884,14,"0001d33e","0000cccf",35,37,0,0,24,25,0,0,6,6,5,4,0,2
"18369",115885,11,"0001d580","0001db88",28,16,0,0,21,13,0,0,4,0,3,3,0,0
"18370",115886,13,"0001dba7","0001d56b",30,26,0,0,19,17,0,0,5,5,5,4,1,0
"18372",115888,14,"0001db9d","0000ceea",19,22,0,0,11,16,0,0,5,5,3,1,0,0
"18373",115889,13,"0001ae1d","0001ae1b",22,28,0,0,15,19,0,0,6,5,0,1,1,3
"18374",115890,12,"0001b109","0000ce21",45,43,2,1,28,27,0,1,6,6,6,5,3,3
"18375",115891,13,"0001dbc5","0001b0f6",33,34,0,1,26,24,0,0,5,6,2,3,0,0
"18378",115893,10,"0001ae1c","0001d4dd",28,31,0,0,18,19,0,0,6,6,2,4,2,2
"18379",115894,11,"0001d585","0001dbcb",34,29,0,0,25,18,0,0,5,5,4,3,0,3
"18380",115895,14,"0001d569","0001dbea",28,18,0,0,19,10,0,0,6,4,2,3,1,1
"18382",115896,10,"0001d39e","0001d395",26,28,0,0,16,11,0,0,4,5,3,6,3,6
"18384",115897,14,"0001d66c","0001d393",19,21,0,0,13,13,0,0,4,6,2,2,0,0
"18386",115898,11,"0000cab4","0000cee3",25,27,0,0,16,14,0,0,4,6,5,4,0,3
"18389",115900,12,"0001dbc5","0000cee0",31,23,0,0,19,14,0,0,5,6,3,3,4,0
"18390",115901,11,"0001a9c2","0001d3a0",19,32,0,0,14,23,0,0,3,4,2,5,0,0
"18391",115901,12,"0000c9bf","0001dc15",25,26,0,0,17,19,0,0,6,6,2,1,0,0
"18393",115901,13,"0001dbf5","0001d3a5",13,17,0,0,6,10,0,0,3,3,4,4,0,0
"18395",115902,10,"0001daa6","0001b0f5",34,41,0,0,22,25,0,0,6,6,4,5,2,5
"18397",115903,13,"0000c9bb","0001d591",25,22,0,0,16,14,0,0,5,5,4,3,0,0
"18398",115904,14,"0001dbf5","0001a9c3",31,37,0,0,20,25,0,0,6,6,3,4,2,2
"18399",115905,13,"0000cee9","0001d3aa",34,34,0,0,22,21,0,0,6,5,3,4,3,4
"18400",115906,11,"0001dbc8","0000ca9f",40,40,0,1,26,25,0,0,6,6,5,6,3,2
"18401",115907,11,"0001db8f","0001dba7",35,39,0,1,24,22,0,1,6,6,4,6,1,3
"18402",115908,11,"0001ae09","0001daa6",27,28,0,0,22,20,0,0,5,6,0,2,0,0
"18403",115909,11,"0001ae08","0001ae17",32,21,0,0,24,12,0,0,5,6,3,3,0,0
"18406",115910,10,"0001dbf5","0001d49b",30,30,0,0,22,21,0,0,6,6,2,3,0,0
"18408",115912,11,"0001d66f","0001d457",41,31,0,0,26,23,0,0,6,5,5,3,4,0
"18409",115913,10,"0001dbe0","0001d4e4",38,40,0,0,25,29,0,0,6,6,5,5,2,0
"18410",115914,14,"0001d8b4","0000ce21",37,37,0,0,23,20,0,1,5,6,5,6,4,4
"18411",115915,14,"0001dbeb","0001dbcd",29,25,0,0,20,18,0,0,5,5,4,2,0,0
"18412",115916,10,"0001dbe1","0000ccfe",42,30,2,1,28,25,0,0,4,3,6,1,2,0
"18413",115917,10,"0000cab4","0001d3aa",20,29,0,0,12,20,0,0,4,5,4,4,0,0
"18414",115918,10,"0001d592","0001d591",25,27,0,0,17,19,0,0,5,5,3,3,0,0
"18415",115919,12,"0000cccf","0000ce21",34,20,0,0,23,13,0,0,6,4,3,3,2,0
"18416",115920,12,"0000cac2","0001d34e",43,40,3,1,28,28,0,0,5,6,4,3,3,2
"18417",115921,13,"0000c9bd","0000cabf",29,26,0,0,20,18,0,0,5,5,4,3,0,0
"18418",115922,10,"0001b141","0001d3aa",27,26,0,0,20,18,0,0,5,5,2,3,0,0
"18419",115923,13,"0000c9b9","0001a9ca",22,24,0,0,15,15,0,0,5,5,2,4,0,0
"18420",115924,10,"0001ae17","0001ae09",30,26,0,0,17,19,0,0,5,6,5,1,3,0
"18421",115925,11,"0001dbb3","0001d5f0",32,27,0,0,16,18,0,0,6,6,5,1,5,2
"18422",115926,12,"0001d5fb","0001daa6",38,36,0,0,26,22,0,0,5,6,4,4,3,4
"18423",115927,13,"0001d3a8","0000cd23",17,18,0,0,12,9,0,0,4,6,1,3,0,0
"18424",115928,10,"0001dbcd","0001d580",32,34,0,0,19,24,0,0,6,4,4,4,3,2
"18429",115930,10,"0001de3e","0000ce20",35,27,0,0,25,21,0,0,6,4,2,1,2,1
"18430",115931,10,"0001b0fa","0000cabe",36,50,0,0,24,27,0,3,6,6,3,6,3,8
"18431",115932,14,"0001b109","0000cccf",49,42,2,0,29,28,1,0,6,6,6,4,5,4
"18432",115933,14,"0001d56a","0000c9bc",27,19,0,0,17,12,0,0,5,5,5,0,0,2
"18433",115934,11,"0000cbf7","0001d49b",33,33,0,0,24,24,0,0,6,6,3,2,0,1
"18435",115935,12,"0001dba2","0000cabc",23,31,0,0,14,16,0,0,5,5,1,5,3,5
"18436",115936,11,"0001d4e4","0001d4e3",39,40,0,0,24,24,0,0,6,6,4,5,5,5
"18437",115937,11,"0001dbf8","0001dc0d",26,20,0,0,18,13,0,0,4,4,3,2,1,1
"18438",115938,12,"0001dc0b","0000cac2",28,28,0,0,16,16,0,0,4,5,4,3,4,4
"18440",115940,14,"0001b0f5","0001ae09",26,27,0,0,16,18,0,0,5,6,4,3,1,0
"18442",115941,14,"0001d66b","0000cac2",27,29,0,0,16,17,0,0,5,6,3,3,3,3
"18443",115942,10,"0001dbd5","0001d569",38,44,1,1,27,26,0,1,6,6,4,5,0,5
"18444",115943,14,"0000cccf","0001d382",37,28,0,0,23,16,0,0,6,6,4,3,4,3
"18445",115944,10,"0000cee9","0001dbcd",27,24,0,0,18,17,0,0,6,5,3,2,0,0
"18446",115945,13,"0000c9b7","0001d8b8",30,33,0,0,16,19,0,0,5,6,5,4,4,4
"18447",115946,11,"0000cee3","0000cee7",27,26,0,0,14,16,0,0,6,5,4,3,3,2
"18448",115947,11,"0001d585","0001dbcb",36,32,0,0,22,19,0,0,6,4,4,4,4,5
"18449",115948,10,"0001dbd8","0001db8e",25,30,0,0,18,21,0,0,4,5,3,3,0,1
"18450",115949,13,"0001d5fb","0000c9b7",33,18,0,0,20,13,0,0,4,4,5,1,4,0
"18451",115950,14,"0000cab4","0001d3a8",42,29,1,0,26,18,0,0,5,4,5,2,5,5
"18452",115951,14,"0001b141","0001ad83",45,41,2,0,27,23,1,0,6,6,4,5,5,7
"18453",115952,11,"0000ce21","0000ccfb",33,44,0,2,22,30,0,0,4,6,5,4,2,2
"18454",115953,13,"0001b108","0001d33e",33,21,0,0,18,10,0,0,6,6,5,3,4,2
"18455",115954,13,"0001ae1c","0001d8b4",39,37,1,0,25,19,0,1,6,6,5,6,2,5
"18456",115955,11,"0001a9cb","0001d3a1",21,14,0,0,15,8,0,0,5,6,1,0,0,0
"18457",115956,12,"0001d578","0001d674",26,25,0,0,18,17,0,0,4,6,4,2,0,0
"18458",115957,14,"0001ae1d","0000c9b3",35,30,0,0,22,17,0,0,5,5,4,4,4,4
"18459",115958,10,"0001dbd4","0001dbd5",29,28,0,0,15,18,0,0,6,6,5,4,3,0
"18460",115959,12,"0001d3a8","0001ad83",22,25,0,0,16,14,0,0,5,6,1,3,0,2
"18461",115960,10,"0001dbd8","0001dba2",21,33,0,1,15,19,0,0,3,5,3,4,0,4
"18462",115961,12,"0001d497","0001dbb5",31,30,0,0,22,18,0,0,5,6,3,4,1,2
"18463",115962,12,"0000cab9","0001a9ca",19,29,0,0,12,14,0,0,5,5,2,4,0,6
"18464",115963,10,"0000cab9","0001b0f6",42,34,2,0,21,20,2,0,6,6,5,4,6,4
"18466",115964,13,"0001d182","0001db8d",31,27,0,0,19,17,0,0,5,5,5,4,2,1
"18467",115965,11,"0000cabf","0001dbf5",28,29,0,0,21,22,0,0,5,5,2,2,0,0
"18468",115966,10,"0001d66c","0001d592",45,42,3,3,28,27,1,0,6,6,6,5,1,1
"18469",115967,13,"0000c9b6","0000ce13",26,26,0,0,18,21,0,0,5,5,3,0,0,0
"18471",115969,12,"0001a9c3","0001dbb1",22,20,0,0,18,16,0,0,3,3,1,1,0,0
